Judul Berita,Link Berita,Link Gambar
Korban Kecewa Bechi Hanya Divonis 7 Tahun Penjara Kasus Pencabulan,https://www.cnnindonesia.com/nasional/20221117212859-12-875318/korban-kecewa-bechi-hanya-divonis-7-tahun-penjara-kasus-pencabulan,https://akcdn.detik.net.id/visual/2022/11/17/ibu-dari-terdakwa-kekerasan-seksual-santriwati-moch-subchi-azal-tsani-msat-alias-bechi-2_169.jpeg?w=280&q=90
"Daftar 9 Saksi Sidang Ferdy Sambo Pekan Depan, Ada Sopir Ambulans",https://www.cnnindonesia.com/nasional/20221116215501-12-874799/daftar-9-saksi-sidang-ferdy-sambo-pekan-depan-ada-sopir-ambulans,https://akcdn.detik.net.id/visual/2022/11/08/susi-jadi-saksi-di-sidang-sambo-dan-putri_169.jpeg?w=280&q=90
Keluarga Korban Kanjuruhan Diduga Dihalangi Oknum Melapor ke Jakarta,https://www.cnnindonesia.com/nasional/20221117031636-12-874819/keluarga-korban-kanjuruhan-diduga-dihalangi-oknum-melapor-ke-jakarta,https://akcdn.detik.net.id/visual/2022/11/05/orang-tua-korban-kanjuran-yang-diautopsi-menangis-histeris-3_169.jpeg?w=280&q=90
Komisi III DPR Minta Kapolda Sumut Usut Dugaan Polisi Tembak Warga,https://www.cnnindonesia.com/nasional/20221116005214-12-874253/komisi-iii-dpr-minta-kapolda-sumut-usut-dugaan-polisi-tembak-warga,https://akcdn.detik.net.id/visual/2022/06/01/bendahara-umum-partai-nasdem-ahmad-sahroni_169.jpeg?w=280&q=90
Kompolnas Sebut Keluarga Tewas Kalideres Lakukan Hal Tak Lazim,https://www.cnnindonesia.com/nasional/20221115220046-12-874236/kompolnas-sebut-keluarga-tewas-kalideres-lakukan-hal-tak-lazim,https://akcdn.detik.net.id/visual/2022/11/12/polsek-kalideres-kembali-gelar-olah-tkp-lanjutan-di-rumah-kalideres-2_169.jpeg?w=280&q=90
7 Mahasiswa Ditangkap Buntut Pasang Spanduk Tolak KTT G20 di Bali,https://www.cnnindonesia.com/nasional/20221115211228-12-874232/7-mahasiswa-ditangkap-buntut-pasang-spanduk-tolak-ktt-g20-di-bali,https://akcdn.detik.net.id/visual/2022/11/15/bentangkan-spanduk-g20-bukan-solusi-7-mahasiswa-di-bali-diamankan_169.jpeg?w=280&q=90
70 Penyintas dan Keluarga Korban Kanjuruhan Akan Lapor ke Mabes Polri,https://www.cnnindonesia.com/nasional/20221114212308-12-873716/70-penyintas-dan-keluarga-korban-kanjuruhan-akan-lapor-ke-mabes-polri,https://akcdn.detik.net.id/visual/2022/11/10/aksi-arak-135-keranda-peringati-40-hari-tragedi-kanjuruhan-4_169.jpeg?w=280&q=90
VIDEO: Aksi Kriminal Terekam CCTV,https://www.cnnindonesia.com/tv/20221110115042-434-871960/video-aksi-kriminal-terekam-cctv,https://akcdn.detik.net.id/visual/2022/11/10/aksi-kriminal-terekam-cctv_169.jpeg?w=280&q=90
Berapa Uang Tambang Kaltim di Tengah Pengakuan Ismail Bolong?,https://www.cnnindonesia.com/ekonomi/20221107143302-85-870565/berapa-uang-tambang-kaltim-di-tengah-pengakuan-ismail-bolong,https://akcdn.detik.net.id/visual/2015/03/26/f37a1f1c-4c90-4378-a6b2-04e692a7eeb6_169.jpg?w=280&q=90
"Kucing Bisa Bantu Bongkar Kejahatan, Sejenius Sherlock Holmes?",https://www.cnnindonesia.com/teknologi/20221103160954-199-869148/kucing-bisa-bantu-bongkar-kejahatan-sejenius-sherlock-holmes,https://akcdn.detik.net.id/visual/2022/09/25/rumah-singgah-untuk-kucing-jalanan-7_169.jpeg?w=280&q=90
VIDEO: Istri Minta Cerai Jadi Alasan Ayah Bunuh AnaK Kandung di Depok,https://www.cnnindonesia.com/tv/20221102185547-407-868731/video-istri-minta-cerai-jadi-alasan-ayah-bunuh-anak-kandung-di-depok,https://akcdn.detik.net.id/visual/2022/11/02/thumbnail-video-21_169.jpeg?w=280&q=90
VIDEO: Aksi Brutal Geng Pelajar Rampas Motor,https://www.cnnindonesia.com/tv/20221030102525-400-867087/video-aksi-brutal-geng-pelajar-rampas-motor,https://akcdn.detik.net.id/visual/2022/10/30/aksi-brutal-geng-pelajar-rampas-motor_169.jpeg?w=280&q=90
VIDEO: Detik-detik Pria AS Dorong Seseorang Hingga Jatuh ke Rel Kereta,https://www.cnnindonesia.com/internasional/20221026072801-139-865400/video-detik-detik-pria-as-dorong-seseorang-hingga-jatuh-ke-rel-kereta,https://akcdn.detik.net.id/visual/2022/10/26/thumbnail-video-1_169.jpeg?w=280&q=90
"Penusukan Warga di Bogor, Pelaku Pura-pura Jadi Petugas Sensus",https://www.cnnindonesia.com/nasional/20221021181033-20-863793/penusukan-warga-di-bogor-pelaku-pura-pura-jadi-petugas-sensus,https://akcdn.detik.net.id/visual/2019/09/21/9a936df0-4970-4683-a9b4-9c95b01d4b47_169.jpeg?w=280&q=90
Bocah SD di Cimahi Tewas Ditusuk Usai Pulang Mengaji,https://www.cnnindonesia.com/nasional/20221020202730-20-863409/bocah-sd-di-cimahi-tewas-ditusuk-usai-pulang-mengaji,https://akcdn.detik.net.id/visual/2020/06/22/ilustrasi-penusukan-2_169.jpeg?w=280&q=90
FOTO: Penangkapan Bandar Besar Judi Online yang Sempat Buron,https://www.cnnindonesia.com/nasional/20221015114403-14-860907/foto-penangkapan-bandar-besar-judi-online-yang-sempat-buron,https://akcdn.detik.net.id/visual/2022/10/15/penangkapan-bandar-besar-judi-online-2_169.jpeg?w=280&q=90
Tawas ala Teddy Minahasa untuk Ganti Barang Bukti Sabu,https://www.cnnindonesia.com/nasional/20221015075715-12-860858/tawas-ala-teddy-minahasa-untuk-ganti-barang-bukti-sabu,https://akcdn.detik.net.id/visual/2022/10/14/teddy-minahasa-2_169.png?w=280&q=90
"Jokowi Bongkar Keluhan Masyarakat Soal Polri, Represif hingga Hedon",https://www.cnnindonesia.com/nasional/20221015120903-12-860919/jokowi-bongkar-keluhan-masyarakat-soal-polri-represif-hingga-hedon,https://akcdn.detik.net.id/visual/2022/10/14/presiden-joko-widodo-3_169.jpeg?w=280&q=90
Jokowi Nilai Kasus Sambo Buat Kepercayaan Publik ke Polisi Runyam,https://www.cnnindonesia.com/nasional/20221015105500-12-860890/jokowi-nilai-kasus-sambo-buat-kepercayaan-publik-ke-polisi-runyam,https://akcdn.detik.net.id/visual/2022/08/30/rekonstruksi-pembunuhan-brigadir-j-18_169.jpeg?w=280&q=90
Polri: 3 Bandar Judi Online yang Kabur ke Kamboja Tak Terkait Apin BK,https://www.cnnindonesia.com/nasional/20221015092714-12-860862/polri-3-bandar-judi-online-yang-kabur-ke-kamboja-tak-terkait-apin-bk,https://akcdn.detik.net.id/visual/2022/10/15/tiga-bandar-judi-online-kelas-kakap-yang-ditangkap-di-kamboja-tiba-di-bandara-internasional-soekarno-hatta-1_169.jpeg?w=280&q=90
"Berbaju Tahanan, 3 Buron Judi Online Tiba di Soekarno Hatta",https://www.cnnindonesia.com/nasional/20221015085112-12-860860/berbaju-tahanan-3-buron-judi-online-tiba-di-soekarno-hatta,https://akcdn.detik.net.id/visual/2022/10/15/tiga-bandar-judi-online-kelas-kakap-yang-ditangkap-di-kamboja-tiba-di-bandara-internasional-soekarno-hatta_169.jpeg?w=280&q=90
5 Kilogram Sabu Teddy Minahasa Berujung Ancaman Hukuman Mati,https://www.cnnindonesia.com/nasional/20221015071705-12-860855/5-kilogram-sabu-teddy-minahasa-berujung-ancaman-hukuman-mati,https://akcdn.detik.net.id/visual/2022/10/11/irjen-teddy-minahasa-putra_169.jpeg?w=280&q=90
"VIDEO: 1 Keluarga Dibunuh, Jenazah Dikubur Dalam Septic Tank",https://www.cnnindonesia.com/tv/20221007141901-407-857647/video-1-keluarga-dibunuh-jenazah-dikubur-dalam-septic-tank,https://akcdn.detik.net.id/visual/2022/10/07/thumbnail-3_169.jpeg?w=280&q=90
VIDEO: 5 Pelajar Serang Warga Dengan Busur Panah,https://www.cnnindonesia.com/tv/20221005082846-400-856485/video-5-pelajar-serang-warga-dengan-busur-panah,https://akcdn.detik.net.id/visual/2022/10/05/5-pelajar-serang-warga-dengan-busur-panah_169.jpeg?w=280&q=90
Kontroversi Lukas Enembe: Isu Jam Ratusan Juta-Didatangi Utusan Jokowi,https://www.cnnindonesia.com/nasional/20220924084236-12-852035/kontroversi-lukas-enembe-isu-jam-ratusan-juta-didatangi-utusan-jokowi,https://akcdn.detik.net.id/visual/2022/05/31/gubernur-papua-lukas-enembe-1_169.jpeg?w=280&q=90
Drama Hasnaeni Usai Jadi Tersangka: Menjerit dan Pura-pura Sakit,https://www.cnnindonesia.com/nasional/20220924072136-12-852028/drama-hasnaeni-usai-jadi-tersangka-menjerit-dan-pura-pura-sakit,https://akcdn.detik.net.id/visual/2022/09/23/hasnaeni-moein-wanita-emas_169.jpeg?w=280&q=90
"VIDEO: Kejam, Anak Bacok Ibu Hingga Tewas",https://www.cnnindonesia.com/tv/20220921140117-407-850752/video-kejam-anak-bacok-ibu-hingga-tewas,https://akcdn.detik.net.id/visual/2022/09/21/thumbnail-video-5_169.jpeg?w=280&q=90
Pimpinan Gontor Ogah Komentari Kematian Santri: Ada Jubir Khusus,https://www.cnnindonesia.com/nasional/20220909214450-12-845888/pimpinan-gontor-ogah-komentari-kematian-santri-ada-jubir-khusus,https://akcdn.detik.net.id/visual/2022/09/09/pimpinan-pondok-pesantren-modern-gontor-1-ponorogo-akrim-mariyat_169.jpeg?w=280&q=90
Sambo Disebut Sempat Kasih Bripka RR Uang Usai Brigadir J Tewas,https://www.cnnindonesia.com/nasional/20220908222052-12-845341/sambo-disebut-sempat-kasih-bripka-rr-uang-usai-brigadir-j-tewas,https://akcdn.detik.net.id/visual/2022/09/08/pengacara-bripka-ricky-rizal-erman-umar_169.jpeg?w=280&q=90
Polisi Pulangkan Terduga Pelaku Asusila di Kebakaran Setiabudi,https://www.cnnindonesia.com/nasional/20220908011127-12-844837/polisi-pulangkan-terduga-pelaku-asusila-di-kebakaran-setiabudi,https://akcdn.detik.net.id/visual/2021/09/08/ilustrasi-tindakan-kriminal-4_169.jpeg?w=280&q=90
Hasil Uji Kebohongan Sambo Cs Bisa Jadi Bukti di Persidangan,https://www.cnnindonesia.com/nasional/20220907222035-12-844822/hasil-uji-kebohongan-sambo-cs-bisa-jadi-bukti-di-persidangan,https://akcdn.detik.net.id/visual/2022/08/30/rekonstruksi-pembunuhan-brigadir-j-23_169.jpeg?w=280&q=90
Hotman Paris dan Razman Disebut Ingin Cakar-cakaran saat Mediasi,https://www.cnnindonesia.com/nasional/20220907215727-12-844819/hotman-paris-dan-razman-disebut-ingin-cakar-cakaran-saat-mediasi,https://akcdn.detik.net.id/visual/2019/09/07/39e8bc19-f07c-4120-a3ac-5c851c0615c2_169.jpeg?w=280&q=90
Autopsi Jenazah Santri Gontor Dijadwalkan 8 September di Palembang,https://www.cnnindonesia.com/nasional/20220907013326-12-844275/autopsi-jenazah-santri-gontor-dijadwalkan-8-september-di-palembang,https://akcdn.detik.net.id/visual/2022/09/06/keluarga-santri-korban-kekerasan-di-ponpes-darussalam-gontor-3_169.jpeg?w=280&q=90
Polisi Tahan Vikaris Asal Kupang Tersangka Pencabulan 6 Anak di Alor,https://www.cnnindonesia.com/nasional/20220907024356-12-844278/polisi-tahan-vikaris-asal-kupang-tersangka-pencabulan-6-anak-di-alor,https://akcdn.detik.net.id/visual/2018/09/20/5a611701-44d3-40ff-a7b8-b4065db35c2d_169.jpeg?w=280&q=90
KPK Soal Pinangki Bebas Bersyarat: Kewenangan Kemenkumham,https://www.cnnindonesia.com/nasional/20220906213513-12-844258/kpk-soal-pinangki-bebas-bersyarat-kewenangan-kemenkumham,https://akcdn.detik.net.id/visual/2020/06/18/alexander-marwata-1_169.jpeg?w=280&q=90
Sidang Etik Kombes Agus Nurpatria Rampung Periksa 13 Saksi,https://www.cnnindonesia.com/nasional/20220906235926-12-844269/sidang-etik-kombes-agus-nurpatria-rampung-periksa-13-saksi,https://akcdn.detik.net.id/visual/2022/08/11/kepala-divisi-humas-polri-irjen-dedi-prasetyo-1_169.jpeg?w=280&q=90
Polisi Korban Tembak Kanit Provos Dimakamkan Kedinasan di Lampung,https://www.cnnindonesia.com/nasional/20220906012203-12-843721/polisi-korban-tembak-kanit-provos-dimakamkan-kedinasan-di-lampung,https://akcdn.detik.net.id/visual/2022/09/06/rumah-aipda-ahmad-karnaian_169.jpeg?w=280&q=90
3 Tersangka Pembunuhan Brigadir J Rampung Diperiksa Pakai Lie Detector,https://www.cnnindonesia.com/nasional/20220905221546-12-843710/3-tersangka-pembunuhan-brigadir-j-rampung-diperiksa-pakai-lie-detector,https://akcdn.detik.net.id/visual/2022/08/30/rekonstruksi-kasus-pembunuhan-brigadir-j-5_169.jpeg?w=280&q=90
Putri dan Ferdy Sambo Akan Diperiksa Pakai Lie Detector Pekan Ini,https://www.cnnindonesia.com/nasional/20220905213308-12-843705/putri-dan-ferdy-sambo-akan-diperiksa-pakai-lie-detector-pekan-ini,https://akcdn.detik.net.id/visual/2022/08/30/rekonstruksi-pembunuhan-brigadir-j-23_169.jpeg?w=280&q=90
VIDEO: Rumah Pemain Asing PSS Sleman Dirampok ART Saat Bertanding,https://www.cnnindonesia.com/tv/20220831164319-407-841515/video-rumah-pemain-asing-pss-sleman-dirampok-art-saat-bertanding,https://akcdn.detik.net.id/visual/2022/08/31/thumbnail-8_169.jpeg?w=280&q=90
Polri Temukan CCTV Vital Gambarkan Situasi Pembunuhan Brigadir J,https://www.cnnindonesia.com/nasional/20220820080526-12-836826/polri-temukan-cctv-vital-gambarkan-situasi-pembunuhan-brigadir-j,https://akcdn.detik.net.id/visual/2022/08/15/komnas-ham-melakukan-peninjauan-rumah-dinas-ferdy-sambo-13_169.jpeg?w=280&q=90
KPK OTT Rektor Kampus Negeri di Lampung,https://www.cnnindonesia.com/nasional/20220820101213-12-836847/kpk-ott-rektor-kampus-negeri-di-lampung,https://akcdn.detik.net.id/visual/2018/07/09/4747ac44-6fda-4cd5-928a-8388913591ea_169.jpeg?w=280&q=90
Istri Ferdy Sambo Terancam Hukuman Mati dalam Kasus Brigadir J,https://www.cnnindonesia.com/nasional/20220820071217-12-836816/istri-ferdy-sambo-terancam-hukuman-mati-dalam-kasus-brigadir-j,https://akcdn.detik.net.id/visual/2022/08/07/istri-ferdy-sambo_169.jpeg?w=280&q=90
VIDEO: Aksi Polisi Tangkap Pelaku Begal Berlangsung Dramatis,https://www.cnnindonesia.com/tv/20220808081626-400-831522/video-aksi-polisi-tangkap-pelaku-begal-berlangsung-dramatis,https://akcdn.detik.net.id/visual/2022/08/08/aksi-polisi-tangkap-pelaku-begal-berlangsung-dramatis_169.jpeg?w=280&q=90
Ferdy Sambo Ditempatkan di Mako Brimob Selama 30 Hari,https://www.cnnindonesia.com/nasional/20220807111440-12-831300/ferdy-sambo-ditempatkan-di-mako-brimob-selama-30-hari,https://akcdn.detik.net.id/visual/2022/08/04/irjen-ferdy-sambo-5_169.jpeg?w=280&q=90
Bharada E Tunjuk Kuasa Hukum Baru Hadapi Kasus Brigadir J,https://www.cnnindonesia.com/nasional/20220807101414-12-831268/bharada-e-tunjuk-kuasa-hukum-baru-hadapi-kasus-brigadir-j,https://akcdn.detik.net.id/visual/2022/07/26/bharada-e-tiba-di-komnas-ham_169.jpeg?w=280&q=90
10 Saksi Ungkap Dugaan Pelanggaran Etik Ferdy Sambo Soal Brigadir J,https://www.cnnindonesia.com/nasional/20220807065600-12-831250/10-saksi-ungkap-dugaan-pelanggaran-etik-ferdy-sambo-soal-brigadir-j,https://akcdn.detik.net.id/visual/2022/08/04/ferdy-sambo-tiba-di-bareskrim-polri-4_169.jpeg?w=280&q=90
Polisi Tangerang Bakal Langsung Tembak Pelaku Begal dan Pencurian,https://www.cnnindonesia.com/nasional/20220726074003-12-826095/polisi-tangerang-bakal-langsung-tembak-pelaku-begal-dan-pencurian,https://akcdn.detik.net.id/visual/2019/11/06/3abb8cd4-772c-4c33-9df8-3ae75efefcb4_169.jpeg?w=280&q=90
VIDEO: Moeldoko Soal Intel Asing: Sudah Ditangani Aparat,https://www.cnnindonesia.com/tv/20220725181649-407-825954/video-moeldoko-soal-intel-asing-sudah-ditangani-aparat,https://akcdn.detik.net.id/visual/2022/07/25/thumbnail-video-20_169.jpeg?w=280&q=90
Imigrasi Beberkan Kronologi Penangkapan Diduga Intel Asing di Kaltara,https://www.cnnindonesia.com/nasional/20220723043454-12-825111/imigrasi-beberkan-kronologi-penangkapan-diduga-intel-asing-di-kaltara,https://akcdn.detik.net.id/visual/2022/07/22/kegiatan-spionase-di-ambalat_169.jpeg?w=280&q=90
Komisi I DPR Pantau Pengusutan Dugaan Intel Asing di Kaltara,https://www.cnnindonesia.com/nasional/20220723040235-12-825110/komisi-i-dpr-pantau-pengusutan-dugaan-intel-asing-di-kaltara,https://akcdn.detik.net.id/visual/2022/07/22/kegiatan-spionase-di-ambalat_169.jpeg?w=280&q=90
Kejari: 3 ASN Jadi Tersangka Korupsi PLTS di Kutai Timur,https://www.cnnindonesia.com/nasional/20220723025326-12-825108/kejari-3-asn-jadi-tersangka-korupsi-plts-di-kutai-timur,https://akcdn.detik.net.id/visual/2022/02/21/ilustrasi-korupsi_169.jpeg?w=280&q=90
Polisi Tangkap 4 Pelaku Penembakan Istri TNI di Semarang,https://www.cnnindonesia.com/nasional/20220723014109-12-825105/polisi-tangkap-4-pelaku-penembakan-istri-tni-di-semarang,https://akcdn.detik.net.id/visual/2022/07/12/ilustrasi-penembakan-6_169.jpeg?w=280&q=90
Polisi Periksa 21 Saksi Sebelum Tetapkan Roy Suryo Tersangka,https://www.cnnindonesia.com/nasional/20220723004401-12-825103/polisi-periksa-21-saksi-sebelum-tetapkan-roy-suryo-tersangka,https://akcdn.detik.net.id/visual/2022/01/13/endra-zulpan-1_169.jpeg?w=280&q=90
Kondisi Kesehatan Jadi Alasan Polisi Tak Tahan Roy Suryo,https://www.cnnindonesia.com/nasional/20220722234734-12-825099/kondisi-kesehatan-jadi-alasan-polisi-tak-tahan-roy-suryo,https://akcdn.detik.net.id/visual/2022/01/13/endra-zulpan-2_169.jpeg?w=280&q=90
Densus 88 Tangkap 13 Tersangka Teroris Pendukung JI dan JAD di Aceh,https://www.cnnindonesia.com/nasional/20220722233125-12-825097/densus-88-tangkap-13-tersangka-teroris-pendukung-ji-dan-jad-di-aceh,https://akcdn.detik.net.id/visual/2021/03/12/kombes-pol-ahmad-ramadhan_169.jpeg?w=280&q=90
Roy Suryo Tak Ditahan Polisi dalam Kasus Meme Stupa Mirip Jokowi,https://www.cnnindonesia.com/nasional/20220722224035-12-825092/roy-suryo-tak-ditahan-polisi-dalam-kasus-meme-stupa-mirip-jokowi,https://akcdn.detik.net.id/visual/2018/04/11/ec2bd3b9-c4e0-4feb-8caf-d7c6d30ada16_169.jpeg?w=280&q=90
Polisi Beberkan Alasan Tak Tahan Nikita Mirzani,https://www.cnnindonesia.com/nasional/20220722222826-12-825090/polisi-beberkan-alasan-tak-tahan-nikita-mirzani,https://akcdn.detik.net.id/visual/2022/06/15/nikita-mirzani-1_169.jpeg?w=280&q=90
Polisi Kompak Kabur Usai Prarekonstruksi Kasus Brigadir J,https://www.cnnindonesia.com/nasional/20220722220152-12-825089/polisi-kompak-kabur-usai-prarekonstruksi-kasus-brigadir-j,https://akcdn.detik.net.id/visual/2022/07/22/polisi-menggelar-prarekonstruksi-kasus-brigadir-j_169.jpeg?w=280&q=90
Polisi Batal Tahan Nikita Mirzani,https://www.cnnindonesia.com/nasional/20220722214722-12-825088/polisi-batal-tahan-nikita-mirzani,https://akcdn.detik.net.id/visual/2022/06/15/nikita-mirzani-3_169.jpeg?w=280&q=90
Polri Ungkap Hasil Autopsi Brigadir J ke Komnas HAM Pekan Depan,https://www.cnnindonesia.com/nasional/20220722212010-12-825087/polri-ungkap-hasil-autopsi-brigadir-j-ke-komnas-ham-pekan-depan,https://akcdn.detik.net.id/visual/2019/10/11/49e75a1c-63f0-4479-8747-556834a0e219_169.jpeg?w=280&q=90
18 Orang Tewas dalam Penggerebekan Berdarah di Brasil,https://www.cnnindonesia.com/internasional/20220722075154-134-824666/18-orang-tewas-dalam-penggerebekan-berdarah-di-brasil,https://akcdn.detik.net.id/visual/2022/07/22/brazil-violence_169.jpeg?w=280&q=90
Dugaan Gratifikasi Lili Pintauli Diusulkan Diusut Penegak Hukum Lain,https://www.cnnindonesia.com/nasional/20220721052430-12-824157/dugaan-gratifikasi-lili-pintauli-diusulkan-diusut-penegak-hukum-lain,https://akcdn.detik.net.id/visual/2019/12/24/643e3b53-5f6d-4b58-a188-5f23a83ccb97_169.jpeg?w=280&q=90
"Pemeriksaan ke-8, Eks Presiden ACT Dicecar Teknis Pembelian Aset",https://www.cnnindonesia.com/nasional/20220721011828-12-824136/pemeriksaan-ke-8-eks-presiden-act-dicecar-teknis-pembelian-aset,https://akcdn.detik.net.id/visual/2022/07/12/mantan-presiden-act-diperiksa-bareskrim_169.jpeg?w=280&q=90
Roy Suryo Akan Minta Perlindungan LPSK Soal Kasus Meme Stupa Jokowi,https://www.cnnindonesia.com/nasional/20220721002447-12-824131/roy-suryo-akan-minta-perlindungan-lpsk-soal-kasus-meme-stupa-jokowi,https://akcdn.detik.net.id/visual/2017/05/06/72b58500-e50e-48a1-a142-88a3a0b2c75a_169.jpg?w=280&q=90
Kompolnas Komentari Pelukan Ferdy Sambo dan Kapolda Metro,https://www.cnnindonesia.com/nasional/20220720235116-12-824129/kompolnas-komentari-pelukan-ferdy-sambo-dan-kapolda-metro,https://akcdn.detik.net.id/visual/2022/07/12/kadiv-propam-polri-irjen-ferdy-sambo-3_169.jpeg?w=280&q=90
Polri: Temuan CCTV Bisa Ungkap Konstruksi Kasus Brigadir J,https://www.cnnindonesia.com/nasional/20220720232610-12-824128/polri-temuan-cctv-bisa-ungkap-konstruksi-kasus-brigadir-j,https://akcdn.detik.net.id/visual/2021/11/26/kadiv-humas-polri-irjen-dedi-prasetyo-1_169.jpeg?w=280&q=90
CCTV Bukti Kasus Penembakan Brigadir J Ditemukan,https://www.cnnindonesia.com/nasional/20220720225417-12-824126/cctv-bukti-kasus-penembakan-brigadir-j-ditemukan,https://akcdn.detik.net.id/visual/2021/11/26/kadiv-humas-polri-irjen-dedi-prasetyo-3_169.jpeg?w=280&q=90
Bareskrim Pastikan Autopsi Ulang Brigadir J Libatkan Eksternal Polri,https://www.cnnindonesia.com/nasional/20220720223902-12-824125/bareskrim-pastikan-autopsi-ulang-brigadir-j-libatkan-eksternal-polri,https://akcdn.detik.net.id/visual/2019/11/21/ab0e34f0-e844-4969-a1f7-80c24613d7e5_169.mpo?w=280&q=90
Bareskrim Resmi Terima Permohonan Keluarga Autopsi Ulang Brigadir J,https://www.cnnindonesia.com/nasional/20220720221714-12-824124/bareskrim-resmi-terima-permohonan-keluarga-autopsi-ulang-brigadir-j,https://akcdn.detik.net.id/visual/2020/12/23/komisioner-komnas-ham-choirul-anam-2_169.jpeg?w=280&q=90
Yasonna Wanti-wanti Rizieq Shihab Taati Aturan Bebas Bersyarat,https://www.cnnindonesia.com/nasional/20220720212852-12-824118/yasonna-wanti-wanti-rizieq-shihab-taati-aturan-bebas-bersyarat,https://akcdn.detik.net.id/visual/2022/07/20/rizieq-shihab-bebas-6_169.jpeg?w=280&q=90
"Bharada E Minta Perlindungan LPSK, Penyidikan Dipastikan Jalan Terus",https://www.cnnindonesia.com/nasional/20220720014856-12-823617/bharada-e-minta-perlindungan-lpsk-penyidikan-dipastikan-jalan-terus,https://akcdn.detik.net.id/visual/2019/10/11/df9da0b2-e280-4d6c-b740-5895f3296b48_169.jpeg?w=280&q=90
Paman Mardani Maming Hemat Bicara Usai Diperiksa KPK,https://www.cnnindonesia.com/nasional/20220720030336-12-823620/paman-mardani-maming-hemat-bicara-usai-diperiksa-kpk,https://akcdn.detik.net.id/visual/2022/06/20/pemeriksaan-ketua-dpd-pdip-kalsel-1_169.jpeg?w=280&q=90
Pertemuan Sambo-Kapolda Metro Diklaim Tak Pengaruhi Kasus Brigadir J,https://www.cnnindonesia.com/nasional/20220720002242-12-823607/pertemuan-sambo-kapolda-metro-diklaim-tak-pengaruhi-kasus-brigadir-j,https://akcdn.detik.net.id/visual/2022/07/12/kadiv-propam-polri-irjen-ferdy-sambo_169.jpeg?w=280&q=90
Polri soal Spekulasi Luka Brigadir J: Biar Ahli yang Sampaikan,https://www.cnnindonesia.com/nasional/20220719212816-12-823592/polri-soal-spekulasi-luka-brigadir-j-biar-ahli-yang-sampaikan,https://akcdn.detik.net.id/visual/2021/11/26/kadiv-humas-polri-irjen-dedi-prasetyo-1_169.jpeg?w=280&q=90
Polri Respons Permintaan Keluarga Brigadir J soal Karo Paminal Propam,https://www.cnnindonesia.com/nasional/20220719211010-12-823589/polri-respons-permintaan-keluarga-brigadir-j-soal-karo-paminal-propam,https://akcdn.detik.net.id/visual/2021/11/26/kadiv-humas-polri-irjen-dedi-prasetyo-3_169.jpeg?w=280&q=90
Status Hukum Sopir Truk Tangki Pertamina Ditentukan dalam 24 Jam,https://www.cnnindonesia.com/nasional/20220718222845-12-823106/status-hukum-sopir-truk-tangki-pertamina-ditentukan-dalam-24-jam,https://akcdn.detik.net.id/visual/2018/09/28/fb0c2676-9f0a-4c3f-ac4b-0489f57e34a1_169.jpeg?w=280&q=90
"VIDEO: Gara-Gara Anjing Sering Masuk Kebun, Adik Tewas Ditembak Kakak",https://www.cnnindonesia.com/tv/20220714164631-407-821629/video-gara-gara-anjing-sering-masuk-kebun-adik-tewas-ditembak-kakak,https://akcdn.detik.net.id/visual/2022/07/14/thumbnail-video-16_169.jpeg?w=280&q=90
VIDEO: Polisi Dalami Soal Arahan Pesantren Halangi Penangkapan MSAT,https://www.cnnindonesia.com/tv/20220711181126-407-820127/video-polisi-dalami-soal-arahan-pesantren-halangi-penangkapan-msat,https://akcdn.detik.net.id/visual/2022/07/11/thumbnail-video-14_169.jpeg?w=280&q=90
Muhammadiyah Imbau Kasus Bechi Tak Melebar: Semua Sama di Mata Hukum,https://www.cnnindonesia.com/nasional/20220709112542-12-819391/muhammadiyah-imbau-kasus-bechi-tak-melebar-semua-sama-di-mata-hukum,https://akcdn.detik.net.id/visual/2022/07/07/proses-penangkapan-msat-di-jombang-1_169.jpeg?w=280&q=90
Polisi Beberkan Peran Lima Simpatisan Bechi saat Hambat Penangkapan,https://www.cnnindonesia.com/nasional/20220709104334-12-819388/polisi-beberkan-peran-lima-simpatisan-bechi-saat-hambat-penangkapan,https://akcdn.detik.net.id/visual/2022/07/08/sosok-bechi-anak-kiai-tersangka-cabul-kini-huni-sel-isolasi-1_169.jpeg?w=280&q=90
Drama Penangkapan Bechi Usai Buron 3 Tahun Kasus Pencabulan Santri,https://www.cnnindonesia.com/nasional/20220709091602-12-819369/drama-penangkapan-bechi-usai-buron-3-tahun-kasus-pencabulan-santri,https://akcdn.detik.net.id/visual/2022/07/08/sosok-bechi-anak-kiai-tersangka-cabul-kini-huni-sel-isolasi_169.jpeg?w=280&q=90
Kronologi 3 Orang Tewas Tenggak Miras Oplosan di Karaoke Ayu Ting Ting,https://www.cnnindonesia.com/nasional/20220709083907-12-819365/kronologi-3-orang-tewas-tenggak-miras-oplosan-di-karaoke-ayu-ting-ting,https://akcdn.detik.net.id/visual/2017/10/26/d9374499-6b5f-4923-9f87-7dec177ca17c_169.jpg?w=280&q=90
